market_hash_name,name,variant,exterior,coleccion,rareza,float_min,float_max,currency,listing_min,listing_median,sales_median_24h,sales_median_7d,sales_median_30d,sales_median_90d,vol_24h,vol_7d,vol_30d,vol_90d,delta_24h_vs_7d_pct,delta_7d_vs_30d_pct,source,last_updated_unix
AK-47 | Aquamarine Revenge (Factory New),AK-47 | Aquamarine Revenge,normal,Factory New,The Falchion Collection,covert,0.0,1.0,USD,374.95,386.99,,287.55,236.03,214.78,0,11,37,87,,21.827733762657296,Skinport,1757810067
SG 553 | Triarch (Battle-Scarred),SG 553 | Triarch,normal,Battle-Scarred,#CSGO_set_gamma_2,restricted,0.0,1.0,USD,0.32,0.48,,0.26,0.26,0.26,0,7,8,27,,0.0,Skinport,1757810067
StatTrak™ SG 553 | Triarch (Factory New),SG 553 | Triarch,stattrak,Factory New,#CSGO_set_gamma_2,restricted,0.0,1.0,USD,5.72,36.48,,,6.8,5.85,0,0,2,13,,,Skinport,1757810067
StatTrak™ SG 553 | Triarch (Minimal Wear),SG 553 | Triarch,stattrak,Minimal Wear,#CSGO_set_gamma_2,restricted,0.0,1.0,USD,1.57,1.57,,1.62,1.62,2.09,0,1,1,16,,0.0,Skinport,1757810067
StatTrak™ SG 553 | Triarch (Field-Tested),SG 553 | Triarch,stattrak,Field-Tested,#CSGO_set_gamma_2,restricted,0.0,1.0,USD,0.59,1.06,,0.79,0.67,0.72,0,1,5,19,,17.91044776119403,Skinport,1757810067
StatTrak™ SG 553 | Triarch (Well-Worn),SG 553 | Triarch,stattrak,Well-Worn,#CSGO_set_gamma_2,restricted,0.0,1.0,USD,0.54,0.93,,,0.43,0.53,0,0,1,8,,,Skinport,1757810067
StatTrak™ SG 553 | Triarch (Battle-Scarred),SG 553 | Triarch,stattrak,Battle-Scarred,#CSGO_set_gamma_2,restricted,0.0,1.0,USD,0.47,1.29,,,,0.63,0,0,0,8,,,Skinport,1757810067
SG 553 | Ultraviolet (Factory New),SG 553 | Ultraviolet,normal,Factory New,The Arms Deal Collection,mil-spec,0.0,1.0,USD,55.39,55.46,,,45.17,49.53,0,0,5,15,,,Skinport,1757810067
SG 553 | Ultraviolet (Minimal Wear),SG 553 | Ultraviolet,normal,Minimal Wear,The Arms Deal Collection,mil-spec,0.0,1.0,USD,23.54,33.57,,,22.43,25.71,0,0,9,33,,,Skinport,1757810067
SG 553 | Ultraviolet (Field-Tested),SG 553 | Ultraviolet,normal,Field-Tested,The Arms Deal Collection,mil-spec,0.0,1.0,USD,21.93,26.74,17.06,21.0,19.88,21.11,1,13,33,73,-18.76190476190477,5.633802816901413,Skinport,1757810067
SG 553 | Ultraviolet (Well-Worn),SG 553 | Ultraviolet,normal,Well-Worn,The Arms Deal Collection,mil-spec,0.0,1.0,USD,28.32,29.65,21.5,21.27,21.04,21.81,1,2,3,8,1.081335213916316,1.0931558935361236,Skinport,1757810067
SG 553 | Ultraviolet (Battle-Scarred),SG 553 | Ultraviolet,normal,Battle-Scarred,The Arms Deal Collection,mil-spec,0.0,1.0,USD,29.2,31.05,,21.05,20.22,21.05,0,3,7,13,,4.10484668644907,Skinport,1757810067
StatTrak™ SG 553 | Ultraviolet (Factory New),SG 553 | Ultraviolet,stattrak,Factory New,The Arms Deal Collection,mil-spec,0.0,1.0,USD,1172.7,1172.7,,,,,0,0,0,0,,,Skinport,1757810067
StatTrak™ SG 553 | Ultraviolet (Minimal Wear),SG 553 | Ultraviolet,stattrak,Minimal Wear,The Arms Deal Collection,mil-spec,0.0,1.0,USD,43.27,53.85,,,26.36,31.66,0,0,3,13,,,Skinport,1757810067
StatTrak™ SG 553 | Ultraviolet (Field-Tested),SG 553 | Ultraviolet,stattrak,Field-Tested,The Arms Deal Collection,mil-spec,0.0,1.0,USD,22.59,36.34,,22.88,22.29,24.1,0,1,6,17,,2.646926873037236,Skinport,1757810067
StatTrak™ SG 553 | Ultraviolet (Well-Worn),SG 553 | Ultraviolet,stattrak,Well-Worn,The Arms Deal Collection,mil-spec,0.0,1.0,USD,25.3,58.98,,,,111.22,0,0,0,2,,,Skinport,1757810067
StatTrak™ SG 553 | Ultraviolet (Battle-Scarred),SG 553 | Ultraviolet,stattrak,Battle-Scarred,The Arms Deal Collection,mil-spec,0.0,1.0,USD,168.08,168.08,,,18.56,23.74,0,0,1,4,,,Skinport,1757810067
SG 553 | Wave Spray (Factory New),SG 553 | Wave Spray,normal,Factory New,The Bravo Collection,mil-spec,0.0,1.0,USD,31.65,53.79,,,,,0,0,0,0,,,Skinport,1757810067
SG 553 | Wave Spray (Minimal Wear),SG 553 | Wave Spray,normal,Minimal Wear,The Bravo Collection,mil-spec,0.0,1.0,USD,8.44,8.53,,,,6.27,0,0,0,3,,,Skinport,1757810067
SG 553 | Wave Spray (Field-Tested),SG 553 | Wave Spray,normal,Field-Tested,The Bravo Collection,mil-spec,0.0,1.0,USD,7.95,8.72,,6.97,6.64,6.5,0,4,9,14,,4.969879518072291,Skinport,1757810067
SG 553 | Wave Spray (Well-Worn),SG 553 | Wave Spray,normal,Well-Worn,The Bravo Collection,mil-spec,0.0,1.0,USD,8.09,8.19,,,,5.58,0,0,0,2,,,Skinport,1757810067
SG 553 | Wave Spray (Battle-Scarred),SG 553 | Wave Spray,normal,Battle-Scarred,The Bravo Collection,mil-spec,0.0,1.0,USD,6.68,6.78,,,,6.83,0,0,0,2,,,Skinport,1757810067
StatTrak™ SG 553 | Wave Spray (Factory New),SG 553 | Wave Spray,stattrak,Factory New,The Bravo Collection,mil-spec,0.0,1.0,USD,51.15,56.58,,,,,0,0,0,0,,,Skinport,1757810067
StatTrak™ SG 553 | Wave Spray (Minimal Wear),SG 553 | Wave Spray,stattrak,Minimal Wear,The Bravo Collection,mil-spec,0.0,1.0,USD,8.22,17.61,,,,7.19,0,0,0,3,,,Skinport,1757810067
StatTrak™ SG 553 | Wave Spray (Field-Tested),SG 553 | Wave Spray,stattrak,Field-Tested,The Bravo Collection,mil-spec,0.0,1.0,USD,8.21,19.82,,,8.37,6.72,0,0,1,8,,,Skinport,1757810067
StatTrak™ SG 553 | Wave Spray (Well-Worn),SG 553 | Wave Spray,stattrak,Well-Worn,The Bravo Collection,mil-spec,0.0,1.0,USD,316.51,316.51,,,,,0,0,0,0,,,Skinport,1757810067
StatTrak™ SG 553 | Wave Spray (Battle-Scarred),SG 553 | Wave Spray,stattrak,Battle-Scarred,The Bravo Collection,mil-spec,0.0,1.0,USD,7.81,8.41,,,4.69,6.68,0,0,1,4,,,Skinport,1757810067
SG 553 | Waves Perforated (Factory New),SG 553 | Waves Perforated,normal,Factory New,The Lake Collection,consumer,0.0,1.0,USD,6.2,6.99,,0.29,0.29,0.25,0,5,7,17,,0.0,Skinport,1757810067
SG 553 | Waves Perforated (Minimal Wear),SG 553 | Waves Perforated,normal,Minimal Wear,The Lake Collection,consumer,0.0,1.0,USD,0.02,0.09,0.02,0.02,0.02,0.02,2,46,116,268,0.0,0.0,Skinport,1757810067
SG 553 | Waves Perforated (Field-Tested),SG 553 | Waves Perforated,normal,Field-Tested,The Lake Collection,consumer,0.0,1.0,USD,0.02,0.02,0.02,0.02,0.02,0.02,1,4,40,201,0.0,0.0,Skinport,1757810067
SG 553 | Waves Perforated (Well-Worn),SG 553 | Waves Perforated,normal,Well-Worn,The Lake Collection,consumer,0.0,1.0,USD,0.02,0.02,0.04,0.02,0.02,0.02,1,2,5,37,100.0,0.0,Skinport,1757810067
SG 553 | Waves Perforated (Battle-Scarred),SG 553 | Waves Perforated,normal,Battle-Scarred,The Lake Collection,consumer,0.0,1.0,USD,0.02,0.02,,0.02,0.02,0.02,0,1,8,38,,0.0,Skinport,1757810067
SSG 08 | Abyss (Factory New),SSG 08 | Abyss,normal,Factory New,The Breakout Collection,mil-spec,0.0,1.0,USD,4.69,11.69,3.71,4.06,4.03,3.89,4,30,98,304,-8.620689655172406,0.7444168734491157,Skinport,1757810067
SSG 08 | Abyss (Minimal Wear),SSG 08 | Abyss,normal,Minimal Wear,The Breakout Collection,mil-spec,0.0,1.0,USD,0.9,2.88,0.81,0.63,0.69,0.72,12,64,169,503,28.57142857142858,-8.695652173913036,Skinport,1757810067
SSG 08 | Abyss (Field-Tested),SSG 08 | Abyss,normal,Field-Tested,The Breakout Collection,mil-spec,0.0,1.0,USD,0.25,1.21,0.26,0.25,0.22,0.21,1,17,79,243,4.0000000000000036,13.636363636363635,Skinport,1757810067
SSG 08 | Abyss (Well-Worn),SSG 08 | Abyss,normal,Well-Worn,The Breakout Collection,mil-spec,0.0,1.0,USD,0.12,0.35,,0.12,0.12,0.12,0,12,56,113,,0.0,Skinport,1757810067
SSG 08 | Abyss (Battle-Scarred),SSG 08 | Abyss,normal,Battle-Scarred,The Breakout Collection,mil-spec,0.0,1.0,USD,0.09,0.45,,0.09,0.09,0.09,0,4,26,79,,0.0,Skinport,1757810067
StatTrak™ SSG 08 | Abyss (Factory New),SSG 08 | Abyss,stattrak,Factory New,The Breakout Collection,mil-spec,0.0,1.0,USD,17.85,37.1,,17.58,16.99,15.05,0,6,32,115,,3.472630959387875,Skinport,1757810067
StatTrak™ SSG 08 | Abyss (Minimal Wear),SSG 08 | Abyss,stattrak,Minimal Wear,The Breakout Collection,mil-spec,0.0,1.0,USD,2.78,10.41,2.64,2.58,2.72,2.45,1,21,103,388,2.325581395348839,-5.147058823529416,Skinport,1757810067
StatTrak™ SSG 08 | Abyss (Field-Tested),SSG 08 | Abyss,stattrak,Field-Tested,The Breakout Collection,mil-spec,0.0,1.0,USD,0.99,3.17,0.97,0.97,0.97,0.96,6,24,57,180,0.0,0.0,Skinport,1757810067
StatTrak™ SSG 08 | Abyss (Well-Worn),SSG 08 | Abyss,stattrak,Well-Worn,The Breakout Collection,mil-spec,0.0,1.0,USD,0.49,1.25,,0.49,0.5,0.5,0,7,18,67,,-2.0000000000000018,Skinport,1757810067
StatTrak™ SSG 08 | Abyss (Battle-Scarred),SSG 08 | Abyss,stattrak,Battle-Scarred,The Breakout Collection,mil-spec,0.0,1.0,USD,0.47,1.44,,0.43,0.45,0.43,0,1,10,43,,-4.444444444444448,Skinport,1757810067
SSG 08 | Acid Fade (Factory New),SSG 08 | Acid Fade,normal,Factory New,The Safehouse Collection,mil-spec,0.0,0.03,USD,2.63,5.38,2.63,2.43,2.35,2.58,11,224,849,2842,8.230452674897109,3.404255319148939,Skinport,1757810067
SSG 08 | Azure Glyph (Factory New),SSG 08 | Azure Glyph,normal,Factory New,The Anubis Collection,industrial,0.01,0.99,USD,0.66,2.13,,0.66,0.57,0.59,0,10,25,47,,15.789473684210542,Skinport,1757810067
SSG 08 | Azure Glyph (Minimal Wear),SSG 08 | Azure Glyph,normal,Minimal Wear,The Anubis Collection,industrial,0.01,0.99,USD,0.25,1.29,0.22,0.3,0.25,0.22,1,10,42,108,-26.666666666666668,19.999999999999996,Skinport,1757810067
SSG 08 | Azure Glyph (Field-Tested),SSG 08 | Azure Glyph,normal,Field-Tested,The Anubis Collection,industrial,0.01,0.99,USD,0.08,0.48,,0.09,0.09,0.09,0,110,133,264,,0.0,Skinport,1757810067
SSG 08 | Azure Glyph (Well-Worn),SSG 08 | Azure Glyph,normal,Well-Worn,The Anubis Collection,industrial,0.01,0.99,USD,0.09,0.29,,0.09,0.09,0.09,0,65,69,92,,0.0,Skinport,1757810067
SSG 08 | Azure Glyph (Battle-Scarred),SSG 08 | Azure Glyph,normal,Battle-Scarred,The Anubis Collection,industrial,0.01,0.99,USD,0.08,0.16,,0.09,0.09,0.09,0,43,43,90,,0.0,Skinport,1757810067
SSG 08 | Big Iron (Factory New),SSG 08 | Big Iron,normal,Factory New,The Shadow Collection,classified,0.0,0.64,USD,59.51,97.83,41.04,38.01,32.35,29.13,1,9,21,40,7.971586424625102,17.49613601236475,Skinport,1757810067
SSG 08 | Big Iron (Minimal Wear),SSG 08 | Big Iron,normal,Minimal Wear,The Shadow Collection,classified,0.0,0.64,USD,52.22,59.48,,16.37,13.49,15.22,0,6,28,111,,21.349147516679025,Skinport,1757810067
SSG 08 | Big Iron (Field-Tested),SSG 08 | Big Iron,normal,Field-Tested,The Shadow Collection,classified,0.0,0.64,USD,14.87,19.88,8.89,13.22,8.87,10.07,4,13,42,113,-32.753403933434186,49.04171364148818,Skinport,1757810067
SSG 08 | Big Iron (Well-Worn),SSG 08 | Big Iron,normal,Well-Worn,The Shadow Collection,classified,0.0,0.64,USD,20.04,20.05,,,7.62,8.06,0,0,2,5,,,Skinport,1757810067
SSG 08 | Big Iron (Battle-Scarred),SSG 08 | Big Iron,normal,Battle-Scarred,The Shadow Collection,classified,0.0,0.64,USD,,,,8.94,8.23,8.71,0,1,2,9,,8.626974483596586,Skinport,1757810067
StatTrak™ SSG 08 | Big Iron (Factory New),SSG 08 | Big Iron,stattrak,Factory New,The Shadow Collection,classified,0.0,0.64,USD,146.59,152.44,,,61.36,67.71,0,0,1,7,,,Skinport,1757810067
StatTrak™ SSG 08 | Big Iron (Minimal Wear),SSG 08 | Big Iron,stattrak,Minimal Wear,The Shadow Collection,classified,0.0,0.64,USD,42.91,43.64,35.32,37.88,40.11,35.98,1,2,8,24,-6.758183738120385,-5.559710795312882,Skinport,1757810067
StatTrak™ SSG 08 | Big Iron (Field-Tested),SSG 08 | Big Iron,stattrak,Field-Tested,The Shadow Collection,classified,0.0,0.64,USD,23.74,24.35,,,25.74,26.67,0,0,5,18,,,Skinport,1757810067
StatTrak™ SSG 08 | Big Iron (Well-Worn),SSG 08 | Big Iron,stattrak,Well-Worn,The Shadow Collection,classified,0.0,0.64,USD,,,,,,25.68,0,0,0,3,,,Skinport,1757810067
StatTrak™ SSG 08 | Big Iron (Battle-Scarred),SSG 08 | Big Iron,stattrak,Battle-Scarred,The Shadow Collection,classified,0.0,0.64,USD,24.05,25.28,,,25.38,24.04,0,0,1,2,,,Skinport,1757810067
SSG 08 | Blood in the Water (Factory New),SSG 08 | Blood in the Water,normal,Factory New,The Arms Deal 2 Collection,covert,0.0,0.2,USD,133.21,225.36,108.8,107.84,96.15,89.0,1,12,38,95,0.8902077151335253,12.158086323452935,Skinport,1757810067
SSG 08 | Blood in the Water (Minimal Wear),SSG 08 | Blood in the Water,normal,Minimal Wear,The Arms Deal 2 Collection,covert,0.0,0.2,USD,74.15,82.57,74.15,73.83,63.33,61.05,1,8,72,222,0.433428145740224,16.579819990525817,Skinport,1757810067
SSG 08 | Blood in the Water (Field-Tested),SSG 08 | Blood in the Water,normal,Field-Tested,The Arms Deal 2 Collection,covert,0.0,0.2,USD,73.28,76.05,59.81,65.08,63.64,61.37,1,4,8,14,-8.097725875845107,2.262727844123189,Skinport,1757810067
StatTrak™ SSG 08 | Blood in the Water (Factory New),SSG 08 | Blood in the Water,stattrak,Factory New,The Arms Deal 2 Collection,covert,0.0,0.2,USD,,,,,,485.05,0,0,0,2,,,Skinport,1757810067
StatTrak™ SSG 08 | Blood in the Water (Minimal Wear),SSG 08 | Blood in the Water,stattrak,Minimal Wear,The Arms Deal 2 Collection,covert,0.0,0.2,USD,289.14,304.9,223.89,223.89,232.62,229.64,2,2,10,26,0.0,-3.7529017281403223,Skinport,1757810067
StatTrak™ SSG 08 | Blood in the Water (Field-Tested),SSG 08 | Blood in the Water,stattrak,Field-Tested,The Arms Deal 2 Collection,covert,0.0,0.2,USD,,,,,,151.4,0,0,0,1,,,Skinport,1757810067
SSG 08 | Bloodshot (Minimal Wear),SSG 08 | Bloodshot,normal,Minimal Wear,The Shattered Web Collection,classified,0.14,0.6,USD,129.0,163.74,,131.71,101.04,78.32,0,1,2,9,,30.354315122723673,Skinport,1757810067
SSG 08 | Bloodshot (Field-Tested),SSG 08 | Bloodshot,normal,Field-Tested,The Shattered Web Collection,classified,0.14,0.6,USD,14.26,28.25,12.45,14.07,13.87,13.32,2,31,97,292,-11.513859275053312,1.4419610670511973,Skinport,1757810067
SSG 08 | Bloodshot (Well-Worn),SSG 08 | Bloodshot,normal,Well-Worn,The Shattered Web Collection,classified,0.14,0.6,USD,18.76,31.02,,,14.17,13.64,0,0,2,7,,,Skinport,1757810067
SSG 08 | Bloodshot (Battle-Scarred),SSG 08 | Bloodshot,normal,Battle-Scarred,The Shattered Web Collection,classified,0.14,0.6,USD,23.43,24.38,,,11.94,13.67,0,0,2,6,,,Skinport,1757810067
StatTrak™ SSG 08 | Bloodshot (Minimal Wear),SSG 08 | Bloodshot,stattrak,Minimal Wear,The Shattered Web Collection,classified,0.14,0.6,USD,469.08,469.08,,,,262.44,0,0,0,1,,,Skinport,1757810067
StatTrak™ SSG 08 | Bloodshot (Field-Tested),SSG 08 | Bloodshot,stattrak,Field-Tested,The Shattered Web Collection,classified,0.14,0.6,USD,31.94,64.37,,31.4,30.0,29.69,0,3,13,58,,4.666666666666662,Skinport,1757810067
StatTrak™ SSG 08 | Bloodshot (Well-Worn),SSG 08 | Bloodshot,stattrak,Well-Worn,The Shattered Web Collection,classified,0.14,0.6,USD,59.67,59.67,,27.17,27.17,24.02,0,1,1,4,,0.0,Skinport,1757810067
StatTrak™ SSG 08 | Bloodshot (Battle-Scarred),SSG 08 | Bloodshot,stattrak,Battle-Scarred,The Shattered Web Collection,classified,0.14,0.6,USD,46.91,46.91,,27.48,27.48,27.48,0,1,1,1,,0.0,Skinport,1757810067
SSG 08 | Blue Spruce (Factory New),SSG 08 | Blue Spruce,normal,Factory New,The Safehouse Collection,consumer,0.0,1.0,USD,0.16,0.8,0.96,0.19,0.19,0.2,1,3,16,37,405.2631578947368,0.0,Skinport,1757810067
SSG 08 | Blue Spruce (Minimal Wear),SSG 08 | Blue Spruce,normal,Minimal Wear,The Safehouse Collection,consumer,0.0,1.0,USD,0.02,0.06,0.02,0.02,0.02,0.04,2,10,29,660,0.0,0.0,Skinport,1757810067
SSG 08 | Blue Spruce (Field-Tested),SSG 08 | Blue Spruce,normal,Field-Tested,The Safehouse Collection,consumer,0.0,1.0,USD,0.02,0.02,0.02,0.02,0.02,0.02,5,12,118,241,0.0,0.0,Skinport,1757810067
SSG 08 | Blue Spruce (Well-Worn),SSG 08 | Blue Spruce,normal,Well-Worn,The Safehouse Collection,consumer,0.0,1.0,USD,0.02,0.02,0.02,0.02,0.02,0.02,1,1,10,13,0.0,0.0,Skinport,1757810067
SSG 08 | Blue Spruce (Battle-Scarred),SSG 08 | Blue Spruce,normal,Battle-Scarred,The Safehouse Collection,consumer,0.0,1.0,USD,0.02,0.02,0.02,0.02,0.02,0.02,1,4,32,51,0.0,0.0,Skinport,1757810067
SSG 08 | Blush Pour (Factory New),SSG 08 | Blush Pour,normal,Factory New,The Radiant Collection,mil-spec,0.0,0.678431,USD,6.88,8.87,5.63,6.22,5.22,5.91,2,5,14,52,-9.485530546623792,19.157088122605366,Skinport,1757810067
SSG 08 | Blush Pour (Minimal Wear),SSG 08 | Blush Pour,normal,Minimal Wear,The Radiant Collection,mil-spec,0.0,0.678431,USD,4.07,7.04,3.22,3.19,3.25,3.83,1,4,23,65,0.9404388714733621,-1.8461538461538478,Skinport,1757810067
SSG 08 | Blush Pour (Field-Tested),SSG 08 | Blush Pour,normal,Field-Tested,The Radiant Collection,mil-spec,0.0,0.678431,USD,1.49,3.54,,1.52,1.56,2.1,0,11,24,57,,-2.5641025641025665,Skinport,1757810067
SSG 08 | Blush Pour (Well-Worn),SSG 08 | Blush Pour,normal,Well-Worn,The Radiant Collection,mil-spec,0.0,0.678431,USD,1.13,2.93,,,,2.11,0,0,0,1,,,Skinport,1757810067
SSG 08 | Blush Pour (Battle-Scarred),SSG 08 | Blush Pour,normal,Battle-Scarred,The Radiant Collection,mil-spec,0.0,0.678431,USD,1.4,2.31,,,1.16,1.45,0,0,3,11,,,Skinport,1757810067
SSG 08 | Carbon Fiber (Factory New),SSG 08 | Carbon Fiber,normal,Factory New,The 2021 Vertigo Collection,industrial,0.0,0.12,USD,3.86,7.08,3.98,3.98,3.98,4.2,1,10,39,129,0.0,0.0,Skinport,1757810067
SSG 08 | Carbon Fiber (Minimal Wear),SSG 08 | Carbon Fiber,normal,Minimal Wear,The 2021 Vertigo Collection,industrial,0.0,0.12,USD,4.21,6.58,,,3.69,3.78,0,0,5,15,,,Skinport,1757810067
SSG 08 | Dark Water (Minimal Wear),SSG 08 | Dark Water,normal,Minimal Wear,The eSports 2014 Summer Collection,mil-spec,0.1,0.26,USD,2.53,10.09,,2.92,2.79,2.85,0,7,19,68,,4.659498207885301,Skinport,1757810067
SSG 08 | Dark Water (Field-Tested),SSG 08 | Dark Water,normal,Field-Tested,The eSports 2014 Summer Collection,mil-spec,0.1,0.26,USD,2.13,7.39,,1.36,1.89,2.17,0,1,8,36,,-28.042328042328034,Skinport,1757810067
StatTrak™ SSG 08 | Dark Water (Minimal Wear),SSG 08 | Dark Water,stattrak,Minimal Wear,The eSports 2014 Summer Collection,mil-spec,0.1,0.26,USD,7.15,16.32,,4.12,5.02,5.58,0,3,27,86,,-17.928286852589633,Skinport,1757810067
StatTrak™ SSG 08 | Dark Water (Field-Tested),SSG 08 | Dark Water,stattrak,Field-Tested,The eSports 2014 Summer Collection,mil-spec,0.1,0.26,USD,2.53,8.78,,2.47,2.57,3.12,0,4,13,46,,-3.8910505836575737,Skinport,1757810067
SSG 08 | Death Strike (Factory New),SSG 08 | Death Strike,normal,Factory New,The 2021 Dust 2 Collection,classified,0.0,0.8,USD,725.66,753.2,,643.84,628.2,641.42,0,2,5,10,,2.4896529767589914,Skinport,1757810067
SSG 08 | Death Strike (Minimal Wear),SSG 08 | Death Strike,normal,Minimal Wear,The 2021 Dust 2 Collection,classified,0.0,0.8,USD,615.66,894.77,,,,,0,0,0,0,,,Skinport,1757810067
SSG 08 | Death Strike (Field-Tested),SSG 08 | Death Strike,normal,Field-Tested,The 2021 Dust 2 Collection,classified,0.0,0.8,USD,,,,,440.83,441.5,0,0,2,3,,,Skinport,1757810067
SSG 08 | Death Strike (Well-Worn),SSG 08 | Death Strike,normal,Well-Worn,The 2021 Dust 2 Collection,classified,0.0,0.8,USD,1299.41,5340.51,,,,,0,0,0,0,,,Skinport,1757810067
SSG 08 | Death Strike (Battle-Scarred),SSG 08 | Death Strike,normal,Battle-Scarred,The 2021 Dust 2 Collection,classified,0.0,0.8,USD,1173.87,1173.87,,,,,0,0,0,0,,,Skinport,1757810067
SSG 08 | Death's Head (Factory New),SSG 08 | Death's Head,normal,Factory New,The Operation Hydra Collection,restricted,0.0,0.51,USD,41.04,48.37,23.44,22.27,16.95,13.66,1,3,18,37,5.253704535249222,31.38643067846608,Skinport,1757810067
SSG 08 | Death's Head (Minimal Wear),SSG 08 | Death's Head,normal,Minimal Wear,The Operation Hydra Collection,restricted,0.0,0.51,USD,19.2,38.3,,13.22,11.36,9.38,0,2,16,32,,16.37323943661973,Skinport,1757810067
SSG 08 | Death's Head (Field-Tested),SSG 08 | Death's Head,normal,Field-Tested,The Operation Hydra Collection,restricted,0.0,0.51,USD,32.62,32.62,,15.16,8.82,7.58,0,1,4,15,,71.88208616780045,Skinport,1757810067
SSG 08 | Death's Head (Well-Worn),SSG 08 | Death's Head,normal,Well-Worn,The Operation Hydra Collection,restricted,0.0,0.51,USD,,,,,6.06,6.06,0,0,1,1,,,Skinport,1757810067
SSG 08 | Death's Head (Battle-Scarred),SSG 08 | Death's Head,normal,Battle-Scarred,The Operation Hydra Collection,restricted,0.0,0.51,USD,67.23,67.23,,7.65,7.65,7.65,0,1,1,1,,0.0,Skinport,1757810067
StatTrak™ SSG 08 | Death's Head (Factory New),SSG 08 | Death's Head,stattrak,Factory New,The Operation Hydra Collection,restricted,0.0,0.51,USD,26.85,35.43,,22.33,22.28,22.33,0,2,9,16,,0.2244165170556425,Skinport,1757810067
StatTrak™ SSG 08 | Death's Head (Minimal Wear),SSG 08 | Death's Head,stattrak,Minimal Wear,The Operation Hydra Collection,restricted,0.0,0.51,USD,17.12,27.45,,17.58,17.58,19.31,0,1,1,9,,0.0,Skinport,1757810067
StatTrak™ SSG 08 | Death's Head (Field-Tested),SSG 08 | Death's Head,stattrak,Field-Tested,The Operation Hydra Collection,restricted,0.0,0.51,USD,18.17,41.04,,13.83,13.83,14.82,0,1,1,5,,0.0,Skinport,1757810067
StatTrak™ SSG 08 | Death's Head (Well-Worn),SSG 08 | Death's Head,stattrak,Well-Worn,The Operation Hydra Collection,restricted,0.0,0.51,USD,15.74,16.66,,,,,0,0,0,0,,,Skinport,1757810067
StatTrak™ SSG 08 | Death's Head (Battle-Scarred),SSG 08 | Death's Head,stattrak,Battle-Scarred,The Operation Hydra Collection,restricted,0.0,0.51,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
SSG 08 | Detour (Factory New),SSG 08 | Detour,normal,Factory New,The Overpass Collection,mil-spec,0.0,0.43,USD,25.31,50.87,21.96,22.4,24.31,21.58,3,11,27,77,-1.9642857142857042,-7.856849033319622,Skinport,1757810067
SSG 08 | Detour (Minimal Wear),SSG 08 | Detour,normal,Minimal Wear,The Overpass Collection,mil-spec,0.0,0.43,USD,15.23,40.4,13.59,12.82,13.76,13.27,2,6,20,46,6.006240249609981,-6.831395348837206,Skinport,1757810067
SSG 08 | Detour (Field-Tested),SSG 08 | Detour,normal,Field-Tested,The Overpass Collection,mil-spec,0.0,0.43,USD,11.36,17.16,,,8.98,11.21,0,0,5,18,,,Skinport,1757810067
SSG 08 | Detour (Well-Worn),SSG 08 | Detour,normal,Well-Worn,The Overpass Collection,mil-spec,0.0,0.43,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
SSG 08 | Dezastre (Factory New),SSG 08 | Dezastre,normal,Factory New,The Kilowatt Collection,mil-spec,0.0,1.0,USD,0.35,1.35,0.35,0.34,0.3,0.33,1,9,33,139,2.9411764705882213,13.333333333333346,Skinport,1757810067
SSG 08 | Dezastre (Minimal Wear),SSG 08 | Dezastre,normal,Minimal Wear,The Kilowatt Collection,mil-spec,0.0,1.0,USD,0.13,0.59,0.13,0.13,0.13,0.13,3,12,130,447,0.0,0.0,Skinport,1757810067
SSG 08 | Dezastre (Field-Tested),SSG 08 | Dezastre,normal,Field-Tested,The Kilowatt Collection,mil-spec,0.0,1.0,USD,0.07,0.08,0.06,0.06,0.07,0.07,12,16,63,328,0.0,-14.285714285714295,Skinport,1757810067
SSG 08 | Dezastre (Well-Worn),SSG 08 | Dezastre,normal,Well-Worn,The Kilowatt Collection,mil-spec,0.0,1.0,USD,0.05,0.08,,,0.06,0.06,0,0,31,290,,,Skinport,1757810067
SSG 08 | Dezastre (Battle-Scarred),SSG 08 | Dezastre,normal,Battle-Scarred,The Kilowatt Collection,mil-spec,0.0,1.0,USD,0.05,0.06,,,0.05,0.05,0,0,35,161,,,Skinport,1757810067
StatTrak™ SSG 08 | Dezastre (Factory New),SSG 08 | Dezastre,stattrak,Factory New,The Kilowatt Collection,mil-spec,0.0,1.0,USD,2.38,4.74,1.63,2.29,2.25,1.98,1,9,35,75,-28.820960698689962,1.7777777777777795,Skinport,1757810067
StatTrak™ SSG 08 | Dezastre (Minimal Wear),SSG 08 | Dezastre,stattrak,Minimal Wear,The Kilowatt Collection,mil-spec,0.0,1.0,USD,0.34,0.47,,0.34,0.35,0.36,0,8,42,189,,-2.857142857142844,Skinport,1757810067
StatTrak™ SSG 08 | Dezastre (Field-Tested),SSG 08 | Dezastre,stattrak,Field-Tested,The Kilowatt Collection,mil-spec,0.0,1.0,USD,0.15,0.2,0.15,0.12,0.16,0.18,1,4,25,108,25.0,-25.000000000000007,Skinport,1757810067
StatTrak™ SSG 08 | Dezastre (Well-Worn),SSG 08 | Dezastre,stattrak,Well-Worn,The Kilowatt Collection,mil-spec,0.0,1.0,USD,0.09,0.22,,0.11,0.11,0.12,0,7,36,133,,0.0,Skinport,1757810067
