Name,Collection,Rarity,Float,PriceCents,StatTrak
AK-47 | Bloodsport,The Spectrum Collection,covert,0.725,,false
UMP-45 | Crimson Foil,The Sport & Field Collection,restricted,0.110,,false
UMP-45 | Crimson Foil,The Sport & Field Collection,restricted,0.415,,false
UMP-45 | Day Lily,The St. Marc Collection,mil-spec,0.725,,false
UMP-45 | Day Lily,The St. Marc Collection,mil-spec,0.035,,false
UMP-45 | Day Lily,The St. Marc Collection,mil-spec,0.265,,false
UMP-45 | Day Lily,The St. Marc Collection,mil-spec,0.110,,false
UMP-45 | Day Lily,The St. Marc Collection,mil-spec,0.415,,false
UMP-45 | Delusion,The Vanguard Collection,mil-spec,0.035,,false
UMP-45 | Delusion,The Vanguard Collection,mil-spec,0.265,,false
UMP-45 | Delusion,The Vanguard Collection,mil-spec,0.110,,false
UMP-45 | Exposure,The Spectrum 2 Collection,restricted,0.725,,false
UMP-45 | Exposure,The Spectrum 2 Collection,restricted,0.035,,false
UMP-45 | Exposure,The Spectrum 2 Collection,restricted,0.265,,false
UMP-45 | Exposure,The Spectrum 2 Collection,restricted,0.110,,false
UMP-45 | Exposure,The Spectrum 2 Collection,restricted,0.415,,false
UMP-45 | Facility Dark,The 2018 Nuke Collection,consumer,0.725,,false
UMP-45 | Facility Dark,The 2018 Nuke Collection,consumer,0.035,,false
UMP-45 | Facility Dark,The 2018 Nuke Collection,consumer,0.265,,false
UMP-45 | Facility Dark,The 2018 Nuke Collection,consumer,0.110,,false
UMP-45 | Facility Dark,The 2018 Nuke Collection,consumer,0.415,,false
UMP-45 | Fade,The 2021 Dust 2 Collection,classified,0.035,,false
UMP-45 | Fade,The 2021 Dust 2 Collection,classified,0.110,,false
UMP-45 | Fallout Warning,The Nuke Collection,industrial,0.725,,false
UMP-45 | Fallout Warning,The Nuke Collection,industrial,0.035,,false
UMP-45 | Fallout Warning,The Nuke Collection,industrial,0.265,,false
UMP-45 | Fallout Warning,The Nuke Collection,industrial,0.110,,false
UMP-45 | Fallout Warning,The Nuke Collection,industrial,0.415,,false
UMP-45 | Full Stop,The 2021 Train Collection,mil-spec,0.725,,false
UMP-45 | Full Stop,The 2021 Train Collection,mil-spec,0.035,,false
UMP-45 | Full Stop,The 2021 Train Collection,mil-spec,0.265,,false
UMP-45 | Full Stop,The 2021 Train Collection,mil-spec,0.110,,false
UMP-45 | Full Stop,The 2021 Train Collection,mil-spec,0.415,,false
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,restricted,0.725,,false
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,restricted,0.035,,false
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,restricted,0.265,,false
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,restricted,0.110,,false
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,restricted,0.415,,false
UMP-45 | Grand Prix,The Chroma 2 Collection,restricted,0.265,,false
UMP-45 | Green Swirl,The Boreal Collection,consumer,0.725,,false
UMP-45 | Green Swirl,The Boreal Collection,consumer,0.035,,false
UMP-45 | Green Swirl,The Boreal Collection,consumer,0.265,,false
UMP-45 | Green Swirl,The Boreal Collection,consumer,0.110,,false
UMP-45 | Green Swirl,The Boreal Collection,consumer,0.415,,false
UMP-45 | Gunsmoke,The Italy Collection,industrial,0.725,,false
UMP-45 | Gunsmoke,The Italy Collection,industrial,0.035,,false
UMP-45 | Gunsmoke,The Italy Collection,industrial,0.265,,false
UMP-45 | Gunsmoke,The Italy Collection,industrial,0.110,,false
UMP-45 | Gunsmoke,The Italy Collection,industrial,0.415,,false
UMP-45 | Houndstooth,The Havoc Collection,industrial,0.725,,false
UMP-45 | Houndstooth,The Havoc Collection,industrial,0.035,,false
UMP-45 | Houndstooth,The Havoc Collection,industrial,0.265,,false
UMP-45 | Houndstooth,The Havoc Collection,industrial,0.110,,false
UMP-45 | Houndstooth,The Havoc Collection,industrial,0.415,,false
UMP-45 | Indigo,The Cobblestone Collection,consumer,0.725,,false
UMP-45 | Indigo,The Cobblestone Collection,consumer,0.035,,false
UMP-45 | Indigo,The Cobblestone Collection,consumer,0.265,,false
UMP-45 | Indigo,The Cobblestone Collection,consumer,0.110,,false
UMP-45 | Indigo,The Cobblestone Collection,consumer,0.415,,false
UMP-45 | K.O. Factory,The Fever Collection,classified,0.725,,false
UMP-45 | K.O. Factory,The Fever Collection,classified,0.035,,false
UMP-45 | K.O. Factory,The Fever Collection,classified,0.265,,false
UMP-45 | K.O. Factory,The Fever Collection,classified,0.110,,false
UMP-45 | K.O. Factory,The Fever Collection,classified,0.415,,false
UMP-45 | Labyrinth,The Breakout Collection,mil-spec,0.035,,false
UMP-45 | Labyrinth,The Breakout Collection,mil-spec,0.265,,false
UMP-45 | Labyrinth,The Breakout Collection,mil-spec,0.110,,false
UMP-45 | Labyrinth,The Breakout Collection,mil-spec,0.415,,false
UMP-45 | Late Night Transit,The Train 2025 Collection,mil-spec,0.725,,false
UMP-45 | Late Night Transit,The Train 2025 Collection,mil-spec,0.035,,false
UMP-45 | Late Night Transit,The Train 2025 Collection,mil-spec,0.265,,false
UMP-45 | Late Night Transit,The Train 2025 Collection,mil-spec,0.110,,false
UMP-45 | Late Night Transit,The Train 2025 Collection,mil-spec,0.415,,false
UMP-45 | Mechanism,The 2021 Vertigo Collection,industrial,0.725,,false
UMP-45 | Mechanism,The 2021 Vertigo Collection,industrial,0.035,,false
UMP-45 | Mechanism,The 2021 Vertigo Collection,industrial,0.265,,false
UMP-45 | Mechanism,The 2021 Vertigo Collection,industrial,0.110,,false
UMP-45 | Mechanism,The 2021 Vertigo Collection,industrial,0.415,,false
UMP-45 | Metal Flowers,The Operation Hydra Collection,mil-spec,0.725,,false
UMP-45 | Metal Flowers,The Operation Hydra Collection,mil-spec,0.035,,false
UMP-45 | Metal Flowers,The Operation Hydra Collection,mil-spec,0.265,,false
UMP-45 | Metal Flowers,The Operation Hydra Collection,mil-spec,0.110,,false
UMP-45 | Metal Flowers,The Operation Hydra Collection,mil-spec,0.415,,false
UMP-45 | Minotaur's Labyrinth,The Gods and Monsters Collection,mil-spec,0.035,,false
UMP-45 | Minotaur's Labyrinth,The Gods and Monsters Collection,mil-spec,0.265,,false
UMP-45 | Minotaur's Labyrinth,The Gods and Monsters Collection,mil-spec,0.110,,false
UMP-45 | Minotaur's Labyrinth,The Gods and Monsters Collection,mil-spec,0.415,,false
UMP-45 | Momentum,The Danger Zone Collection,classified,0.725,,false
UMP-45 | Momentum,The Danger Zone Collection,classified,0.035,,false
UMP-45 | Momentum,The Danger Zone Collection,classified,0.265,,false
UMP-45 | Momentum,The Danger Zone Collection,classified,0.110,,false
UMP-45 | Momentum,The Danger Zone Collection,classified,0.415,,false
UMP-45 | Moonrise,The Prisma Collection,restricted,0.035,,false
UMP-45 | Moonrise,The Prisma Collection,restricted,0.265,,false
UMP-45 | Moonrise,The Prisma Collection,restricted,0.110,,false
UMP-45 | Moonrise,The Prisma Collection,restricted,0.415,,false
UMP-45 | Motorized,The Kilowatt Collection,mil-spec,0.725,,false
UMP-45 | Motorized,The Kilowatt Collection,mil-spec,0.035,,false
UMP-45 | Motorized,The Kilowatt Collection,mil-spec,0.265,,false
UMP-45 | Motorized,The Kilowatt Collection,mil-spec,0.110,,false
UMP-45 | Motorized,The Kilowatt Collection,mil-spec,0.415,,false
UMP-45 | Mudder,The 2018 Inferno Collection,consumer,0.725,,false
UMP-45 | Mudder,The 2018 Inferno Collection,consumer,0.035,,false
UMP-45 | Mudder,The 2018 Inferno Collection,consumer,0.265,,false
UMP-45 | Mudder,The 2018 Inferno Collection,consumer,0.110,,false
UMP-45 | Mudder,The 2018 Inferno Collection,consumer,0.415,,false
UMP-45 | Neo-Noir,The Gallery Collection,classified,0.725,,false
UMP-45 | Neo-Noir,The Gallery Collection,classified,0.035,,false
UMP-45 | Neo-Noir,The Gallery Collection,classified,0.265,,false
UMP-45 | Neo-Noir,The Gallery Collection,classified,0.110,,false
UMP-45 | Neo-Noir,The Gallery Collection,classified,0.415,,false
UMP-45 | Oscillator,The Snakebite Collection,mil-spec,0.725,,false
UMP-45 | Oscillator,The Snakebite Collection,mil-spec,0.035,,false
UMP-45 | Oscillator,The Snakebite Collection,mil-spec,0.265,,false
UMP-45 | Oscillator,The Snakebite Collection,mil-spec,0.110,,false
UMP-45 | Oscillator,The Snakebite Collection,mil-spec,0.415,,false
UMP-45 | Plastique,The CS20 Collection,restricted,0.725,,false
UMP-45 | Plastique,The CS20 Collection,restricted,0.035,,false
UMP-45 | Plastique,The CS20 Collection,restricted,0.265,,false
UMP-45 | Plastique,The CS20 Collection,restricted,0.110,,false
UMP-45 | Plastique,The CS20 Collection,restricted,0.415,,false
UMP-45 | Primal Saber,The Chroma 3 Collection,classified,0.725,,false
UMP-45 | Primal Saber,The Chroma 3 Collection,classified,0.035,,false
UMP-45 | Primal Saber,The Chroma 3 Collection,classified,0.265,,false
UMP-45 | Primal Saber,The Chroma 3 Collection,classified,0.110,,false
UMP-45 | Primal Saber,The Chroma 3 Collection,classified,0.415,,false
UMP-45 | Riot,The Falchion Collection,mil-spec,0.725,,false
UMP-45 | Riot,The Falchion Collection,mil-spec,0.035,,false
UMP-45 | Riot,The Falchion Collection,mil-spec,0.265,,false
UMP-45 | Riot,The Falchion Collection,mil-spec,0.110,,false
UMP-45 | Riot,The Falchion Collection,mil-spec,0.415,,false
UMP-45 | Roadblock,The Recoil Collection,mil-spec,0.725,,false
UMP-45 | Roadblock,The Recoil Collection,mil-spec,0.035,,false
UMP-45 | Roadblock,The Recoil Collection,mil-spec,0.265,,false
UMP-45 | Roadblock,The Recoil Collection,mil-spec,0.110,,false
UMP-45 | Roadblock,The Recoil Collection,mil-spec,0.415,,false
UMP-45 | Scaffold,The Spectrum Collection,restricted,0.725,,false
UMP-45 | Scaffold,The Spectrum Collection,restricted,0.035,,false
UMP-45 | Scaffold,The Spectrum Collection,restricted,0.265,,false
UMP-45 | Scaffold,The Spectrum Collection,restricted,0.110,,false
UMP-45 | Scaffold,The Spectrum Collection,restricted,0.415,,false
UMP-45 | Scorched,The Overpass Collection,consumer,0.725,,false
UMP-45 | Scorched,The Overpass Collection,consumer,0.035,,false
UMP-45 | Scorched,The Overpass Collection,consumer,0.265,,false
UMP-45 | Scorched,The Overpass Collection,consumer,0.110,,false
UMP-45 | Scorched,The Overpass Collection,consumer,0.415,,false
UMP-45 | Urban DDPAT,The Train Collection,consumer,0.725,,false
UMP-45 | Urban DDPAT,The Train Collection,consumer,0.035,,false
UMP-45 | Urban DDPAT,The Train Collection,consumer,0.265,,false
UMP-45 | Urban DDPAT,The Train Collection,consumer,0.110,,false
UMP-45 | Urban DDPAT,The Train Collection,consumer,0.415,,false
UMP-45 | Wild Child,The Revolution Collection,classified,0.725,,false
UMP-45 | Wild Child,The Revolution Collection,classified,0.035,,false
UMP-45 | Wild Child,The Revolution Collection,classified,0.265,,false
UMP-45 | Wild Child,The Revolution Collection,classified,0.110,,false
UMP-45 | Wild Child,The Revolution Collection,classified,0.415,,false
USP-S | 027,The Gallery Collection,industrial,0.725,,false
USP-S | 027,The Gallery Collection,industrial,0.035,,false
USP-S | 027,The Gallery Collection,industrial,0.265,,false
USP-S | 027,The Gallery Collection,industrial,0.110,,false
USP-S | 027,The Gallery Collection,industrial,0.415,,false
USP-S | Alpine Camo,The Sport & Field Collection,mil-spec,0.725,,false
USP-S | Alpine Camo,The Sport & Field Collection,mil-spec,0.035,,false
USP-S | Alpine Camo,The Sport & Field Collection,mil-spec,0.265,,false
USP-S | Alpine Camo,The Sport & Field Collection,mil-spec,0.110,,false
USP-S | Alpine Camo,The Sport & Field Collection,mil-spec,0.415,,false
USP-S | Ancient Visions,The Ancient Collection,restricted,0.725,,false
USP-S | Ancient Visions,The Ancient Collection,restricted,0.035,,false
USP-S | Ancient Visions,The Ancient Collection,restricted,0.265,,false
USP-S | Ancient Visions,The Ancient Collection,restricted,0.110,,false
USP-S | Ancient Visions,The Ancient Collection,restricted,0.415,,false
USP-S | Black Lotus,The Operation Riptide Collection,mil-spec,0.725,,false
USP-S | Black Lotus,The Operation Riptide Collection,mil-spec,0.035,,false
USP-S | Black Lotus,The Operation Riptide Collection,mil-spec,0.265,,false
USP-S | Black Lotus,The Operation Riptide Collection,mil-spec,0.110,,false
USP-S | Black Lotus,The Operation Riptide Collection,mil-spec,0.415,,false
USP-S | Bleeding Edge,The Radiant Collection,restricted,0.725,,false
USP-S | Bleeding Edge,The Radiant Collection,restricted,0.035,,false
USP-S | Bleeding Edge,The Radiant Collection,restricted,0.265,,false
USP-S | Bleeding Edge,The Radiant Collection,restricted,0.110,,false
USP-S | Bleeding Edge,The Radiant Collection,restricted,0.415,,false
USP-S | Blood Tiger,The eSports 2014 Summer Collection,mil-spec,0.035,,false
USP-S | Blood Tiger,The eSports 2014 Summer Collection,mil-spec,0.265,,false
USP-S | Blood Tiger,The eSports 2014 Summer Collection,mil-spec,0.110,,false
USP-S | Blueprint,The Operation Hydra Collection,mil-spec,0.725,,false
USP-S | Blueprint,The Operation Hydra Collection,mil-spec,0.035,,false
USP-S | Blueprint,The Operation Hydra Collection,mil-spec,0.265,,false
USP-S | Blueprint,The Operation Hydra Collection,mil-spec,0.110,,false
USP-S | Blueprint,The Operation Hydra Collection,mil-spec,0.415,,false
USP-S | Business Class,The Baggage Collection,mil-spec,0.725,,false
USP-S | Business Class,The Baggage Collection,mil-spec,0.035,,false
USP-S | Business Class,The Baggage Collection,mil-spec,0.265,,false
USP-S | Business Class,The Baggage Collection,mil-spec,0.110,,false
USP-S | Business Class,The Baggage Collection,mil-spec,0.415,,false
USP-S | Caiman,The Huntsman Collection,classified,0.035,,false
USP-S | Caiman,The Huntsman Collection,classified,0.265,,false
USP-S | Caiman,The Huntsman Collection,classified,0.110,,false
USP-S | Caiman,The Huntsman Collection,classified,0.415,,false
USP-S | Check Engine,The 2018 Inferno Collection,mil-spec,0.725,,false
USP-S | Check Engine,The 2018 Inferno Collection,mil-spec,0.035,,false
USP-S | Check Engine,The 2018 Inferno Collection,mil-spec,0.265,,false
USP-S | Check Engine,The 2018 Inferno Collection,mil-spec,0.110,,false
USP-S | Check Engine,The 2018 Inferno Collection,mil-spec,0.415,,false
USP-S | Cortex,The Clutch Collection,classified,0.725,,false
USP-S | Cortex,The Clutch Collection,classified,0.035,,false
USP-S | Cortex,The Clutch Collection,classified,0.265,,false
USP-S | Cortex,The Clutch Collection,classified,0.110,,false
USP-S | Cortex,The Clutch Collection,classified,0.415,,false
USP-S | Cyrex,The Glove Collection,restricted,0.725,,false
USP-S | Cyrex,The Glove Collection,restricted,0.035,,false
USP-S | Cyrex,The Glove Collection,restricted,0.265,,false
USP-S | Cyrex,The Glove Collection,restricted,0.110,,false
USP-S | Cyrex,The Glove Collection,restricted,0.415,,false
USP-S | Dark Water,The Arms Deal Collection,restricted,0.265,,false
USP-S | Dark Water,The Arms Deal Collection,restricted,0.110,,false
USP-S | Desert Tactical,The Anubis Collection,industrial,0.725,,false
USP-S | Desert Tactical,The Anubis Collection,industrial,0.035,,false
USP-S | Desert Tactical,The Anubis Collection,industrial,0.265,,false
USP-S | Desert Tactical,The Anubis Collection,industrial,0.110,,false
USP-S | Desert Tactical,The Anubis Collection,industrial,0.415,,false
USP-S | Flashback,The Danger Zone Collection,restricted,0.725,,false
USP-S | Flashback,The Danger Zone Collection,restricted,0.035,,false
USP-S | Flashback,The Danger Zone Collection,restricted,0.265,,false
USP-S | Flashback,The Danger Zone Collection,restricted,0.110,,false
USP-S | Flashback,The Danger Zone Collection,restricted,0.415,,false
USP-S | Forest Leaves,The Safehouse Collection,industrial,0.725,,false
USP-S | Forest Leaves,The Safehouse Collection,industrial,0.035,,false
USP-S | Forest Leaves,The Safehouse Collection,industrial,0.265,,false
USP-S | Forest Leaves,The Safehouse Collection,industrial,0.110,,false
USP-S | Forest Leaves,The Safehouse Collection,industrial,0.415,,false
USP-S | Guardian,The Phoenix Collection,restricted,0.035,,false
USP-S | Guardian,The Phoenix Collection,restricted,0.265,,false
USP-S | Guardian,The Phoenix Collection,restricted,0.110,,false
USP-S | Guardian,The Phoenix Collection,restricted,0.415,,false
USP-S | Jawbreaker,The Kilowatt Collection,classified,0.725,,false
USP-S | Jawbreaker,The Kilowatt Collection,classified,0.035,,false
USP-S | Jawbreaker,The Kilowatt Collection,classified,0.265,,false
USP-S | Jawbreaker,The Kilowatt Collection,classified,0.110,,false
USP-S | Jawbreaker,The Kilowatt Collection,classified,0.415,,false
USP-S | Kill Confirmed,The Shadow Collection,covert,0.725,,false
USP-S | Kill Confirmed,The Shadow Collection,covert,0.035,,false
USP-S | Kill Confirmed,The Shadow Collection,covert,0.265,,false
USP-S | Kill Confirmed,The Shadow Collection,covert,0.110,,false
USP-S | Kill Confirmed,The Shadow Collection,covert,0.415,,false
USP-S | Lead Conduit,The Wildfire Collection,mil-spec,0.725,,false
USP-S | Lead Conduit,The Wildfire Collection,mil-spec,0.035,,false
USP-S | Lead Conduit,The Wildfire Collection,mil-spec,0.265,,false
USP-S | Lead Conduit,The Wildfire Collection,mil-spec,0.110,,false
USP-S | Lead Conduit,The Wildfire Collection,mil-spec,0.415,,false
USP-S | Monster Mashup,The Operation Broken Fang Collection,classified,0.725,,false
USP-S | Monster Mashup,The Operation Broken Fang Collection,classified,0.035,,false
USP-S | Monster Mashup,The Operation Broken Fang Collection,classified,0.265,,false
USP-S | Monster Mashup,The Operation Broken Fang Collection,classified,0.110,,false
USP-S | Monster Mashup,The Operation Broken Fang Collection,classified,0.415,,false
USP-S | Neo-Noir,The Spectrum Collection,covert,0.725,,false
USP-S | Neo-Noir,The Spectrum Collection,covert,0.035,,false
USP-S | Neo-Noir,The Spectrum Collection,covert,0.265,,false
USP-S | Neo-Noir,The Spectrum Collection,covert,0.110,,false
USP-S | Neo-Noir,The Spectrum Collection,covert,0.415,,false
USP-S | Night Ops,The Lake Collection,mil-spec,0.725,,false
USP-S | Night Ops,The Lake Collection,mil-spec,0.035,,false
USP-S | Night Ops,The Lake Collection,mil-spec,0.265,,false
USP-S | Night Ops,The Lake Collection,mil-spec,0.110,,false
USP-S | Night Ops,The Lake Collection,mil-spec,0.415,,false
USP-S | Orange Anolis,The 2021 Dust 2 Collection,restricted,0.035,,false
USP-S | Orange Anolis,The 2021 Dust 2 Collection,restricted,0.265,,false
USP-S | Orange Anolis,The 2021 Dust 2 Collection,restricted,0.110,,false
USP-S | Orion,The Huntsman Collection,classified,0.725,,false
USP-S | Orion,The Huntsman Collection,classified,0.035,,false
USP-S | Orion,The Huntsman Collection,classified,0.265,,false
USP-S | Orion,The Huntsman Collection,classified,0.110,,false
USP-S | Orion,The Huntsman Collection,classified,0.415,,false
USP-S | Overgrowth,The Bravo Collection,restricted,0.725,,false
USP-S | Overgrowth,The Bravo Collection,restricted,0.035,,false
USP-S | Overgrowth,The Bravo Collection,restricted,0.265,,false
USP-S | Overgrowth,The Bravo Collection,restricted,0.110,,false
USP-S | Overgrowth,The Bravo Collection,restricted,0.415,,false
USP-S | PC-GRN,The Fever Collection,mil-spec,0.725,,false
USP-S | PC-GRN,The Fever Collection,mil-spec,0.035,,false
USP-S | PC-GRN,The Fever Collection,mil-spec,0.265,,false
USP-S | PC-GRN,The Fever Collection,mil-spec,0.110,,false
USP-S | PC-GRN,The Fever Collection,mil-spec,0.415,,false
USP-S | Para Green,The Chop Shop Collection,industrial,0.725,,false
USP-S | Para Green,The Chop Shop Collection,industrial,0.035,,false
USP-S | Para Green,The Chop Shop Collection,industrial,0.265,,false
USP-S | Para Green,The Chop Shop Collection,industrial,0.110,,false
USP-S | Para Green,The Chop Shop Collection,industrial,0.415,,false
USP-S | Pathfinder,The Norse Collection,industrial,0.035,,false
USP-S | Pathfinder,The Norse Collection,industrial,0.265,,false
USP-S | Pathfinder,The Norse Collection,industrial,0.110,,false
USP-S | Printstream,The Recoil Collection,covert,0.725,,false
USP-S | Printstream,The Recoil Collection,covert,0.035,,false
USP-S | Printstream,The Recoil Collection,covert,0.265,,false
USP-S | Printstream,The Recoil Collection,covert,0.110,,false
USP-S | Printstream,The Recoil Collection,covert,0.415,,false
USP-S | Purple DDPAT,The 2021 Mirage Collection,mil-spec,0.725,,false
USP-S | Purple DDPAT,The 2021 Mirage Collection,mil-spec,0.035,,false
USP-S | Purple DDPAT,The 2021 Mirage Collection,mil-spec,0.265,,false
USP-S | Purple DDPAT,The 2021 Mirage Collection,mil-spec,0.110,,false
USP-S | Purple DDPAT,The 2021 Mirage Collection,mil-spec,0.415,,false
USP-S | Road Rash,The Overpass Collection,restricted,0.725,,false
USP-S | Road Rash,The Overpass Collection,restricted,0.035,,false
USP-S | Road Rash,The Overpass Collection,restricted,0.265,,false
USP-S | Road Rash,The Overpass Collection,restricted,0.110,,false
USP-S | Road Rash,The Overpass Collection,restricted,0.415,,false
USP-S | Royal Blue,The Cobblestone Collection,industrial,0.725,,false
USP-S | Royal Blue,The Cobblestone Collection,industrial,0.035,,false
USP-S | Royal Blue,The Cobblestone Collection,industrial,0.265,,false
USP-S | Royal Blue,The Cobblestone Collection,industrial,0.110,,false
USP-S | Royal Blue,The Cobblestone Collection,industrial,0.415,,false
USP-S | Royal Guard,The Ascent Collection,restricted,0.725,,false
USP-S | Royal Guard,The Ascent Collection,restricted,0.035,,false
USP-S | Royal Guard,The Ascent Collection,restricted,0.265,,false
USP-S | Royal Guard,The Ascent Collection,restricted,0.110,,false
USP-S | Royal Guard,The Ascent Collection,restricted,0.415,,false
USP-S | Serum,The Arms Deal 2 Collection,classified,0.035,,false
USP-S | Serum,The Arms Deal 2 Collection,classified,0.265,,false
USP-S | Serum,The Arms Deal 2 Collection,classified,0.110,,false
USP-S | Stainless,The Arms Deal 3 Collection,mil-spec,0.725,,false
USP-S | Stainless,The Arms Deal 3 Collection,mil-spec,0.035,,false
USP-S | Stainless,The Arms Deal 3 Collection,mil-spec,0.265,,false
USP-S | Stainless,The Arms Deal 3 Collection,mil-spec,0.110,,false
USP-S | Stainless,The Arms Deal 3 Collection,mil-spec,0.415,,false
USP-S | Target Acquired,The Control Collection,classified,0.725,,false
USP-S | Target Acquired,The Control Collection,classified,0.035,,false
USP-S | Target Acquired,The Control Collection,classified,0.265,,false
USP-S | Target Acquired,The Control Collection,classified,0.110,,false
USP-S | Target Acquired,The Control Collection,classified,0.415,,false
USP-S | The Traitor,The Snakebite Collection,covert,0.725,,false
USP-S | The Traitor,The Snakebite Collection,covert,0.035,,false
USP-S | The Traitor,The Snakebite Collection,covert,0.265,,false
USP-S | The Traitor,The Snakebite Collection,covert,0.110,,false
USP-S | The Traitor,The Snakebite Collection,covert,0.415,,false
USP-S | Ticket to Hell,The Dreams & Nightmares Collection,restricted,0.725,,false
USP-S | Ticket to Hell,The Dreams & Nightmares Collection,restricted,0.035,,false
USP-S | Ticket to Hell,The Dreams & Nightmares Collection,restricted,0.265,,false
USP-S | Ticket to Hell,The Dreams & Nightmares Collection,restricted,0.110,,false
USP-S | Ticket to Hell,The Dreams & Nightmares Collection,restricted,0.415,,false
USP-S | Torque,The Falchion Collection,mil-spec,0.725,,false
USP-S | Torque,The Falchion Collection,mil-spec,0.035,,false
USP-S | Torque,The Falchion Collection,mil-spec,0.265,,false
USP-S | Torque,The Falchion Collection,mil-spec,0.110,,false
USP-S | Torque,The Falchion Collection,mil-spec,0.415,,false
USP-S | Tropical Breeze,The Boreal Collection,mil-spec,0.725,,false
USP-S | Tropical Breeze,The Boreal Collection,mil-spec,0.035,,false
USP-S | Tropical Breeze,The Boreal Collection,mil-spec,0.265,,false
USP-S | Tropical Breeze,The Boreal Collection,mil-spec,0.110,,false
USP-S | Tropical Breeze,The Boreal Collection,mil-spec,0.415,,false
USP-S | Whiteout,The 2021 Train Collection,classified,0.725,,false
USP-S | Whiteout,The 2021 Train Collection,classified,0.035,,false
USP-S | Whiteout,The 2021 Train Collection,classified,0.265,,false
USP-S | Whiteout,The 2021 Train Collection,classified,0.110,,false
USP-S | Whiteout,The 2021 Train Collection,classified,0.415,,false
XM1014 | Ancient Lore,The Ancient Collection,restricted,0.725,,false
XM1014 | Ancient Lore,The Ancient Collection,restricted,0.035,,false
XM1014 | Ancient Lore,The Ancient Collection,restricted,0.265,,false
XM1014 | Ancient Lore,The Ancient Collection,restricted,0.110,,false
XM1014 | Ancient Lore,The Ancient Collection,restricted,0.415,,false
XM1014 | Banana Leaf,The St. Marc Collection,industrial,0.725,,false
XM1014 | Banana Leaf,The St. Marc Collection,industrial,0.035,,false
XM1014 | Banana Leaf,The St. Marc Collection,industrial,0.265,,false
XM1014 | Banana Leaf,The St. Marc Collection,industrial,0.110,,false
XM1014 | Banana Leaf,The St. Marc Collection,industrial,0.415,,false
XM1014 | Black Tie,The Chroma 3 Collection,restricted,0.725,,false
XM1014 | Black Tie,The Chroma 3 Collection,restricted,0.035,,false
XM1014 | Black Tie,The Chroma 3 Collection,restricted,0.265,,false
XM1014 | Black Tie,The Chroma 3 Collection,restricted,0.110,,false
XM1014 | Black Tie,The Chroma 3 Collection,restricted,0.415,,false
XM1014 | Blaze Orange,The Militia Collection,mil-spec,0.725,,false
XM1014 | Blaze Orange,The Militia Collection,mil-spec,0.035,,false
XM1014 | Blaze Orange,The Militia Collection,mil-spec,0.265,,false
XM1014 | Blaze Orange,The Militia Collection,mil-spec,0.110,,false
XM1014 | Blaze Orange,The Militia Collection,mil-spec,0.415,,false
XM1014 | Blue Spruce,The Lake Collection,consumer,0.725,,false
XM1014 | Blue Spruce,The Lake Collection,consumer,0.035,,false
XM1014 | Blue Spruce,The Lake Collection,consumer,0.265,,false
XM1014 | Blue Spruce,The Lake Collection,consumer,0.110,,false
XM1014 | Blue Spruce,The Lake Collection,consumer,0.415,,false
XM1014 | Blue Steel,The Lake Collection,industrial,0.725,,false
XM1014 | Blue Steel,The Lake Collection,industrial,0.035,,false
XM1014 | Blue Steel,The Lake Collection,industrial,0.265,,false
XM1014 | Blue Steel,The Lake Collection,industrial,0.110,,false
XM1014 | Blue Steel,The Lake Collection,industrial,0.415,,false
XM1014 | Blue Tire,The 2021 Vertigo Collection,consumer,0.725,,false
XM1014 | Blue Tire,The 2021 Vertigo Collection,consumer,0.035,,false
XM1014 | Blue Tire,The 2021 Vertigo Collection,consumer,0.265,,false
XM1014 | Blue Tire,The 2021 Vertigo Collection,consumer,0.110,,false
XM1014 | Blue Tire,The 2021 Vertigo Collection,consumer,0.415,,false
XM1014 | Bone Machine,The Cache Collection,mil-spec,0.725,,false
XM1014 | Bone Machine,The Cache Collection,mil-spec,0.035,,false
XM1014 | Bone Machine,The Cache Collection,mil-spec,0.265,,false
XM1014 | Bone Machine,The Cache Collection,mil-spec,0.110,,false
XM1014 | Bone Machine,The Cache Collection,mil-spec,0.415,,false
XM1014 | CaliCamo,The Italy Collection,industrial,0.725,,false
XM1014 | CaliCamo,The Italy Collection,industrial,0.035,,false
XM1014 | CaliCamo,The Italy Collection,industrial,0.265,,false
XM1014 | CaliCamo,The Italy Collection,industrial,0.110,,false
XM1014 | CaliCamo,The Italy Collection,industrial,0.415,,false
XM1014 | Canvas Cloud,The Radiant Collection,consumer,0.725,,false
XM1014 | Canvas Cloud,The Radiant Collection,consumer,0.035,,false
XM1014 | Canvas Cloud,The Radiant Collection,consumer,0.265,,false
XM1014 | Canvas Cloud,The Radiant Collection,consumer,0.110,,false
XM1014 | Canvas Cloud,The Radiant Collection,consumer,0.415,,false
XM1014 | Charter,The Control Collection,consumer,0.725,,false
XM1014 | Charter,The Control Collection,consumer,0.035,,false
XM1014 | Charter,The Control Collection,consumer,0.265,,false
XM1014 | Charter,The Control Collection,consumer,0.110,,false
XM1014 | Charter,The Control Collection,consumer,0.415,,false
